Scaffold_ID	Window_start	Window_stop	ERR562990_Depth	ERR562989_Depth	gene_location_mans
SM_V7_ZW	340001	350000	23.5755	22.9139	PAR
SM_V7_ZW	350001	360000	25.8522	27.4615	PAR
SM_V7_ZW	360001	370000	24.6448	21.7631	PAR
SM_V7_ZW	370001	380000	23.5107	22.9968	PAR
SM_V7_ZW	380001	390000	23.7658	24.0562	PAR
SM_V7_ZW	390001	400000	24.1798	26.5996	PAR
SM_V7_ZW	400001	410000	17.8507	21.3603	UP
SM_V7_ZW	410001	420000	17.0927	23.2301	UP
SM_V7_ZW	420001	430000	23.2615	26.7091	UP
SM_V7_ZW	430001	440000	23.2133	25.3667	PAR
SM_V7_ZW	440001	450000	29.923	29.0178	PAR
SM_V7_ZW	450001	460000	28.7037	28.7892	PAR
SM_V7_ZW	460001	470000	26.3512	24.8511	PAR
SM_V7_ZW	470001	480000	23.7283	21.8719	PAR
SM_V7_ZW	480001	490000	25.2989	24.9204	PAR
SM_V7_ZW	490001	500000	25.9376	26.2425	PAR
SM_V7_ZW	500001	510000	28.4818	28.1701	PAR
SM_V7_ZW	510001	520000	30.3082	30.2643	PAR
SM_V7_ZW	520001	530000	28.8246	26.5763	PAR
SM_V7_ZW	530001	540000	24.658	26.5703	PAR
SM_V7_ZW	540001	550000	26.248	28.4067	PAR
SM_V7_ZW	550001	560000	24.8416	26.8581	PAR
SM_V7_ZW	560001	570000	25.5148	25.1929	PAR
SM_V7_ZW	570001	580000	25.1093	29.2074	PAR
SM_V7_ZW	580001	590000	24.9588	28.5085	PAR
SM_V7_ZW	590001	600000	25.2468	24.2314	PAR
SM_V7_ZW	600001	610000	27.3355	25.4831	PAR
SM_V7_ZW	610001	620000	26.2772	28.5953	PAR
SM_V7_ZW	620001	630000	26.3995	31.5222	PAR
SM_V7_ZW	630001	640000	24.5687	25.7085	PAR
SM_V7_ZW	640001	650000	24.2691	28.4351	PAR
SM_V7_ZW	650001	660000	22.4297	22.2062	PAR
SM_V7_ZW	660001	670000	28.6712	24.4293	PAR
SM_V7_ZW	670001	680000	25.839	27.0204	PAR
SM_V7_ZW	680001	690000	26.9099	27.9899	PAR
SM_V7_ZW	690001	700000	30.0197	26.5291	PAR
SM_V7_ZW	700001	710000	25.2364	25.884	PAR
SM_V7_ZW	710001	720000	25.2116	24.9455	PAR
SM_V7_ZW	720001	730000	27.9542	28.1261	PAR
SM_V7_ZW	730001	740000	28.9472	29.3663	PAR
SM_V7_ZW	740001	750000	23.0787	26.8369	PAR
SM_V7_ZW	750001	760000	21.9737	24.3753	PAR
SM_V7_ZW	760001	770000	22.9102	22.3695	PAR
SM_V7_ZW	770001	780000	25.1438	24.9526	PAR
SM_V7_ZW	780001	790000	24.4825	26.4513	PAR
SM_V7_ZW	790001	800000	23.146	23.9971	PAR
SM_V7_ZW	800001	810000	22.9139	23.4543	PAR
SM_V7_ZW	810001	820000	22.9261	22.904	PAR
SM_V7_ZW	820001	830000	25.1838	26.2004	PAR
SM_V7_ZW	830001	840000	27.7755	26.4686	PAR
SM_V7_ZW	840001	850000	23.5367	26.9183	PAR
SM_V7_ZW	850001	860000	21.1857	26.0632	PAR
SM_V7_ZW	860001	870000	30.8833	29.7019	PAR
SM_V7_ZW	870001	880000	24.3165	24.5471	PAR
SM_V7_ZW	880001	890000	30.3962	26.8225	PAR
SM_V7_ZW	890001	900000	28.9105	27.2123	PAR
SM_V7_ZW	900001	910000	27.867	26.2898	UP
SM_V7_ZW	910001	920000	23.0408	29.6226	UP
SM_V7_ZW	920001	930000	24.225	28.7193	UP
SM_V7_ZW	930001	940000	22.3741	25.5655	PAR
SM_V7_ZW	940001	950000	24.881	26.3478	PAR
SM_V7_ZW	950001	960000	22.0379	25.1243	PAR
SM_V7_ZW	960001	970000	23.6436	23.6203	PAR
SM_V7_ZW	970001	980000	20.2312	22.5323	PAR
SM_V7_ZW	980001	990000	26.3106	25.0685	PAR
SM_V7_ZW	990001	1000000	25.6741	24.7489	PAR
SM_V7_ZW	1000001	1010000	24.2315	24.3645	PAR
SM_V7_ZW	1010001	1020000	24.2684	24.2563	PAR
SM_V7_ZW	1020001	1030000	27.4439	28.8824	PAR
SM_V7_ZW	1030001	1040000	28.2898	28.8187	PAR
SM_V7_ZW	1040001	1050000	25.5733	25.0844	PAR
SM_V7_ZW	1050001	1060000	24.4165	27.9227	PAR
SM_V7_ZW	1060001	1070000	25.6735	27.0369	PAR
SM_V7_ZW	1070001	1080000	27.156	28.9095	PAR
SM_V7_ZW	1080001	1090000	27.7756	26.9202	PAR
SM_V7_ZW	1090001	1100000	31.6482	28.0698	PAR
SM_V7_ZW	1100001	1110000	29.7616	27.9896	PAR
SM_V7_ZW	1110001	1120000	29.7469	26.1127	PAR
SM_V7_ZW	1120001	1130000	29.2017	27.0464	PAR
SM_V7_ZW	1130001	1140000	27.6501	27.8005	PAR
SM_V7_ZW	1140001	1150000	27.2902	27.6758	PAR
SM_V7_ZW	1150001	1160000	26.4232	26.3379	PAR
SM_V7_ZW	1160001	1170000	29.7927	26.9998	PAR
SM_V7_ZW	1170001	1180000	27.2819	27.1083	PAR
SM_V7_ZW	1180001	1190000	27.0731	23.8246	PAR
SM_V7_ZW	1190001	1200000	21.8361	22.1768	PAR
SM_V7_ZW	1200001	1210000	27.1468	28.3905	PAR
SM_V7_ZW	1210001	1220000	30.1211	31.8199	PAR
SM_V7_ZW	1220001	1230000	29.9425	27.7436	PAR
SM_V7_ZW	1230001	1240000	28.9033	27.0971	PAR
SM_V7_ZW	1240001	1250000	26.3335	26.4282	PAR
SM_V7_ZW	1250001	1260000	27.6193	29.5438	PAR
SM_V7_ZW	1260001	1270000	23.2039	24.1394	PAR
SM_V7_ZW	1270001	1280000	25.6799	26.2082	PAR
SM_V7_ZW	1280001	1290000	25.0452	23.7836	PAR
SM_V7_ZW	1290001	1300000	28.763	24.2316	PAR
SM_V7_ZW	1300001	1310000	26.9068	28.1463	PAR
SM_V7_ZW	1310001	1320000	27.507	26.1263	PAR
SM_V7_ZW	1320001	1330000	26.0629	27.8121	PAR
SM_V7_ZW	1330001	1340000	24.3187	25.3559	PAR
SM_V7_ZW	1340001	1350000	25.5217	27.9572	PAR
SM_V7_ZW	1350001	1360000	29.0952	23.8045	PAR
SM_V7_ZW	1360001	1370000	26.8028	26.0832	PAR
SM_V7_ZW	1370001	1380000	25.4944	26.7982	PAR
SM_V7_ZW	1380001	1390000	26.4253	24.0143	PAR
SM_V7_ZW	1390001	1400000	26.8348	26.082	PAR
SM_V7_ZW	1400001	1410000	25.1339	26.7381	PAR
SM_V7_ZW	1410001	1420000	26.7172	30.0029	PAR
SM_V7_ZW	1420001	1430000	30.5285	28.2927	PAR
SM_V7_ZW	1430001	1440000	29.6372	27.5123	PAR
SM_V7_ZW	1440001	1450000	27.6327	27.2777	PAR
SM_V7_ZW	1450001	1460000	25.5204	24.8409	PAR
SM_V7_ZW	1460001	1470000	27.8879	23.3935	PAR
SM_V7_ZW	1470001	1480000	25.0134	27.8055	PAR
SM_V7_ZW	1480001	1490000	24.5299	22.9151	PAR
SM_V7_ZW	1490001	1500000	25.9948	27.7046	PAR
SM_V7_ZW	1500001	1510000	25.9553	25.6533	PAR
SM_V7_ZW	1510001	1520000	27.0934	25.7566	PAR
SM_V7_ZW	1520001	1530000	30.8643	29.6745	PAR
SM_V7_ZW	1530001	1540000	29.4657	28.3117	PAR
SM_V7_ZW	1540001	1550000	26.2489	28.7186	PAR
SM_V7_ZW	1550001	1560000	22.1062	24.3021	PAR
SM_V7_ZW	1560001	1570000	25.1096	23.836	PAR
SM_V7_ZW	1570001	1580000	29.7658	28.5437	PAR
SM_V7_ZW	1580001	1590000	28.2117	26.6316	PAR
SM_V7_ZW	1590001	1600000	25.9757	29.2926	PAR
SM_V7_ZW	1600001	1610000	25.6521	25.964	PAR
SM_V7_ZW	1610001	1620000	20.9963	22.8197	PAR
SM_V7_ZW	1620001	1630000	25.466	26.4641	PAR
SM_V7_ZW	1630001	1640000	25.2344	24.5433	PAR
SM_V7_ZW	1640001	1650000	23.8579	27.3243	PAR
SM_V7_ZW	1650001	1660000	26.5667	26.7433	PAR
SM_V7_ZW	1660001	1670000	27.3219	27.8721	PAR
SM_V7_ZW	1670001	1680000	26.4258	26.3683	PAR
SM_V7_ZW	1680001	1690000	23.4217	24.541	PAR
SM_V7_ZW	1690001	1700000	24.5564	29.0033	PAR
SM_V7_ZW	1700001	1710000	26.4273	26.1116	PAR
SM_V7_ZW	1710001	1720000	29.4029	26.0739	PAR
SM_V7_ZW	1720001	1730000	28.5827	25.5518	PAR
SM_V7_ZW	1730001	1740000	26.7198	30.0441	PAR
SM_V7_ZW	1740001	1750000	27.6843	27.8979	PAR
SM_V7_ZW	1750001	1760000	26.5823	27.374	PAR
SM_V7_ZW	1760001	1770000	25.3428	25.688	PAR
SM_V7_ZW	1770001	1780000	29.2509	25.0213	PAR
SM_V7_ZW	1780001	1790000	30.3751	29.6024	PAR
SM_V7_ZW	1790001	1800000	27.0754	29.5062	PAR
SM_V7_ZW	1800001	1810000	28.2558	28.0035	PAR
SM_V7_ZW	1810001	1820000	25.688	26.8159	PAR
SM_V7_ZW	1820001	1830000	24.7877	30.0221	PAR
SM_V7_ZW	1830001	1840000	27.4226	26.7036	PAR
SM_V7_ZW	1840001	1850000	23.5512	26.2176	PAR
SM_V7_ZW	1850001	1860000	27.9143	27.8443	PAR
SM_V7_ZW	1860001	1870000	27.4566	24.4931	PAR
SM_V7_ZW	1870001	1880000	22.7796	25.2938	PAR
SM_V7_ZW	1880001	1890000	23.3808	25.6436	PAR
SM_V7_ZW	1890001	1900000	30.1645	27.1913	PAR
SM_V7_ZW	1900001	1910000	27.263	27.7538	PAR
SM_V7_ZW	1910001	1920000	30.7229	29.0602	PAR
SM_V7_ZW	1920001	1930000	25.7157	31.6537	PAR
SM_V7_ZW	1930001	1940000	28.0475	27.8723	PAR
SM_V7_ZW	1940001	1950000	26.4989	23.7855	PAR
SM_V7_ZW	1950001	1960000	26.7426	25.163	PAR
SM_V7_ZW	1960001	1970000	29.1013	24.2104	PAR
SM_V7_ZW	1970001	1980000	24.4447	23.3944	PAR
SM_V7_ZW	1980001	1990000	25.2278	24.0045	PAR
SM_V7_ZW	1990001	2000000	28.0227	26.6948	PAR
SM_V7_ZW	2000001	2010000	27.4372	23.3289	PAR
SM_V7_ZW	2010001	2020000	24.811	24.1056	PAR
SM_V7_ZW	2020001	2030000	22.3436	25.794	PAR
SM_V7_ZW	2030001	2040000	22.3892	24.9518	PAR
SM_V7_ZW	2040001	2050000	24.6604	24.1802	PAR
SM_V7_ZW	2050001	2060000	24.7466	25.7059	PAR
SM_V7_ZW	2060001	2070000	25.7977	26.6528	PAR
SM_V7_ZW	2070001	2080000	25.1518	25.9487	PAR
SM_V7_ZW	2080001	2090000	24.1256	23.2198	PAR
SM_V7_ZW	2090001	2100000	25.266	23.1234	PAR
SM_V7_ZW	2100001	2110000	23.1105	23.1797	PAR
SM_V7_ZW	2110001	2120000	25.0246	27.152	PAR
SM_V7_ZW	2120001	2130000	26.7243	26.0034	PAR
SM_V7_ZW	2130001	2140000	23.0298	26.5868	PAR
SM_V7_ZW	2140001	2150000	24.7524	25.4449	UP
SM_V7_ZW	2150001	2160000	20.3634	26.8753	UP
SM_V7_ZW	2160001	2170000	21.5775	26.6212	UP
SM_V7_ZW	2170001	2180000	27.1438	28.587	PAR
SM_V7_ZW	2180001	2190000	25.4255	25.3253	PAR
SM_V7_ZW	2190001	2200000	23.0702	24.2892	PAR
SM_V7_ZW	2200001	2210000	23.6261	27.8821	PAR
SM_V7_ZW	2210001	2220000	23.1276	23.1417	PAR
SM_V7_ZW	2220001	2230000	24.3639	25.2845	PAR
SM_V7_ZW	2230001	2240000	23.7953	25.3946	PAR
SM_V7_ZW	2240001	2250000	28.6759	29.2352	PAR
SM_V7_ZW	2250001	2260000	24.7052	26.9586	PAR
SM_V7_ZW	2260001	2270000	21.9236	27.3924	PAR
SM_V7_ZW	2270001	2280000	22.9133	24.447	PAR
SM_V7_ZW	2280001	2290000	22.1873	24.2186	PAR
SM_V7_ZW	2290001	2300000	25.1208	24.4014	PAR
SM_V7_ZW	2300001	2310000	23.2388	24.343	PAR
SM_V7_ZW	2310001	2320000	21.3656	23.5197	PAR
SM_V7_ZW	2320001	2330000	22.6501	22.503	PAR
SM_V7_ZW	2330001	2340000	27.1172	26.6853	PAR
SM_V7_ZW	2340001	2350000	25.3688	25.6654	PAR
SM_V7_ZW	2350001	2360000	26.0102	26.6617	PAR
SM_V7_ZW	2360001	2370000	20.6298	23.1357	UP
SM_V7_ZW	2370001	2380000	17.4828	27.8088	UP
SM_V7_ZW	2380001	2390000	20.7295	24.9744	UP
SM_V7_ZW	2390001	2400000	25.1517	29.9169	PAR
SM_V7_ZW	2400001	2410000	26.7627	27.7859	UP
SM_V7_ZW	2410001	2420000	23.8536	31.7118	UP
SM_V7_ZW	2420001	2430000	25.1957	25.5728	UP
SM_V7_ZW	2430001	2440000	27.9907	26.5319	PAR
SM_V7_ZW	2440001	2450000	25.9218	26.2705	PAR
SM_V7_ZW	2450001	2460000	23.3243	20.872	PAR
SM_V7_ZW	2460001	2470000	30.0604	25.9141	PAR
SM_V7_ZW	2470001	2480000	29.4546	28.8551	PAR
SM_V7_ZW	2480001	2490000	28.0678	29.694	PAR
SM_V7_ZW	2490001	2500000	30.0536	26.2895	PAR
SM_V7_ZW	2500001	2510000	28.0712	29.5224	PAR
SM_V7_ZW	2510001	2520000	28.3712	26.7046	PAR
SM_V7_ZW	2520001	2530000	27.2688	26.9844	PAR
SM_V7_ZW	2530001	2540000	30.4473	29.1294	PAR
SM_V7_ZW	2540001	2550000	31.8882	29.2686	PAR
SM_V7_ZW	2550001	2560000	28.7901	26.4854	PAR
SM_V7_ZW	2560001	2570000	29.1318	26.9252	PAR
SM_V7_ZW	2570001	2580000	29.2562	25.3961	PAR
SM_V7_ZW	2580001	2590000	25.4946	27.393	PAR
SM_V7_ZW	2590001	2600000	27.4367	26.1638	PAR
SM_V7_ZW	2600001	2610000	26.395	25.011	PAR
SM_V7_ZW	2610001	2620000	27.3194	24.7898	PAR
SM_V7_ZW	2620001	2630000	26.0368	24.3465	PAR
SM_V7_ZW	2630001	2640000	25.9313	27.0273	PAR
SM_V7_ZW	2640001	2650000	22.8727	24.1383	PAR
SM_V7_ZW	2650001	2660000	29.336	24.7918	PAR
SM_V7_ZW	2660001	2670000	25.3555	15.9867	PAR
SM_V7_ZW	2670001	2680000	23.6725	22.1101	PAR
SM_V7_ZW	2680001	2690000	24.5282	23.8173	PAR
SM_V7_ZW	2690001	2700000	25.4989	28.3057	PAR
SM_V7_ZW	2700001	2710000	32.361	27.4716	PAR
SM_V7_ZW	2710001	2720000	30.9484	28.149	PAR
SM_V7_ZW	2720001	2730000	25.5509	26.1368	PAR
SM_V7_ZW	2730001	2740000	25.9704	29.9331	PAR
SM_V7_ZW	2740001	2750000	27.2733	26.5715	PAR
SM_V7_ZW	2750001	2760000	24.0864	23.4853	PAR
SM_V7_ZW	2760001	2770000	25.0399	26.1565	PAR
SM_V7_ZW	2770001	2780000	27.0984	26.8036	PAR
SM_V7_ZW	2780001	2790000	24.701	28.1601	PAR
SM_V7_ZW	2790001	2800000	24.0683	27.5465	PAR
SM_V7_ZW	2800001	2810000	26.7766	25.6409	PAR
SM_V7_ZW	2810001	2820000	25.7273	27.7211	PAR
SM_V7_ZW	2820001	2830000	24.6316	28.1492	PAR
SM_V7_ZW	2830001	2840000	21.6525	26.5531	PAR
SM_V7_ZW	2840001	2850000	32.4889	32.1387	PAR
SM_V7_ZW	2850001	2860000	29.7426	26.2874	PAR
SM_V7_ZW	2860001	2870000	25.0334	29.8878	PAR
SM_V7_ZW	2870001	2880000	23.9425	28.6599	PAR
SM_V7_ZW	2880001	2890000	22.1666	25.9047	PAR
SM_V7_ZW	2890001	2900000	20.9766	21.3486	PAR
SM_V7_ZW	2900001	2910000	24.8954	29.5205	PAR
SM_V7_ZW	2910001	2920000	23.6434	28.0774	PAR
SM_V7_ZW	2920001	2930000	27.2224	29.8348	PAR
SM_V7_ZW	2930001	2940000	25.9187	30.5278	PAR
SM_V7_ZW	2940001	2950000	27.1548	26.185	PAR
SM_V7_ZW	2950001	2960000	25.2772	24.7624	PAR
SM_V7_ZW	2960001	2970000	24.5622	24.6715	PAR
SM_V7_ZW	2970001	2980000	25.0383	22.3088	PAR
SM_V7_ZW	2980001	2990000	27.0016	25.3909	PAR
SM_V7_ZW	2990001	3000000	27.5597	29.5203	PAR
SM_V7_ZW	3000001	3010000	27.7328	27.2143	PAR
SM_V7_ZW	3010001	3020000	27.232	27.9567	PAR
SM_V7_ZW	3020001	3030000	29.8297	26.8303	PAR
SM_V7_ZW	3030001	3040000	23.1428	26.8944	PAR
SM_V7_ZW	3040001	3050000	27.9182	26.5108	PAR
SM_V7_ZW	3050001	3060000	28.8665	30.322	PAR
SM_V7_ZW	3060001	3070000	27.8534	27.4682	PAR
SM_V7_ZW	3070001	3080000	28.5947	26.8475	PAR
SM_V7_ZW	3080001	3090000	28.7427	25.4512	PAR
SM_V7_ZW	3090001	3100000	29.8584	27.3462	PAR
SM_V7_ZW	3100001	3110000	27.9355	25.3621	PAR
SM_V7_ZW	3110001	3120000	33.8012	27.0896	PAR
SM_V7_ZW	3120001	3130000	26.0884	26.9515	PAR
SM_V7_ZW	3130001	3140000	27.8834	25.8776	PAR
SM_V7_ZW	3140001	3150000	22.8723	24.052	PAR
SM_V7_ZW	3150001	3160000	29.9154	27.9986	PAR
SM_V7_ZW	3160001	3170000	27.6757	23.2043	PAR
SM_V7_ZW	3170001	3180000	32.0368	28.8775	PAR
SM_V7_ZW	3180001	3190000	27.1005	27.3915	PAR
SM_V7_ZW	3190001	3200000	25.397	27.8833	PAR
SM_V7_ZW	3200001	3210000	24.7033	26.3945	PAR
SM_V7_ZW	3210001	3220000	23.5283	22.9715	PAR
SM_V7_ZW	3220001	3230000	25.4308	25.674	PAR
SM_V7_ZW	3230001	3240000	27.1946	26.3603	PAR
SM_V7_ZW	3240001	3250000	26.324	25.9995	PAR
SM_V7_ZW	3250001	3260000	28.0301	27.0915	PAR
SM_V7_ZW	3260001	3270000	27.1038	28.1603	PAR
SM_V7_ZW	3270001	3280000	30.1257	28.8418	PAR
SM_V7_ZW	3280001	3290000	25.821	27.4639	PAR
SM_V7_ZW	3290001	3300000	24.31	25.8044	PAR
SM_V7_ZW	3300001	3310000	27.1497	26.884	PAR
SM_V7_ZW	3310001	3320000	27.6223	24.6925	PAR
SM_V7_ZW	3320001	3330000	30.9356	29.3646	PAR
SM_V7_ZW	3330001	3340000	27.4727	26.8515	PAR
SM_V7_ZW	3340001	3350000	25.6563	25.3299	PAR
SM_V7_ZW	3350001	3360000	24.5534	28.0453	PAR
SM_V7_ZW	3360001	3370000	24.1531	25.4807	PAR
SM_V7_ZW	3370001	3380000	26.4514	27.1586	PAR
SM_V7_ZW	3380001	3390000	27.9302	29.284	PAR
SM_V7_ZW	3390001	3400000	27.1265	24.9033	PAR
SM_V7_ZW	3400001	3410000	26.188	28.2075	PAR
SM_V7_ZW	3410001	3420000	26.8718	25.812	PAR
SM_V7_ZW	3420001	3430000	24.1312	24.5502	PAR
SM_V7_ZW	3430001	3440000	24.1513	25.3535	PAR
SM_V7_ZW	3440001	3450000	23.5875	23.9115	PAR
SM_V7_ZW	3450001	3460000	21.8788	23.5085	PAR
SM_V7_ZW	3460001	3470000	27.7047	26.7484	PAR
SM_V7_ZW	3470001	3480000	22.5401	24.7253	PAR
SM_V7_ZW	3480001	3490000	23.5818	24.9579	PAR
SM_V7_ZW	3490001	3500000	27.9951	24.8655	PAR
SM_V7_ZW	3500001	3510000	25.1631	25.6312	PAR
SM_V7_ZW	3510001	3520000	27.624	29.2683	PAR
SM_V7_ZW	3520001	3530000	26.708	26.8054	PAR
SM_V7_ZW	3530001	3540000	25.0141	28.1937	PAR
SM_V7_ZW	3540001	3550000	25.2022	28.5426	PAR
SM_V7_ZW	3550001	3560000	27.2036	25.2681	PAR
SM_V7_ZW	3560001	3570000	29.8374	23.9962	PAR
SM_V7_ZW	3570001	3580000	24.2909	23.807	PAR
SM_V7_ZW	3580001	3590000	25.4232	28.5879	PAR
SM_V7_ZW	3590001	3600000	27.6646	26.0077	PAR
SM_V7_ZW	3600001	3610000	24.7273	24.2654	PAR
SM_V7_ZW	3610001	3620000	21.226	24.7815	PAR
SM_V7_ZW	3620001	3630000	23.5117	22.5113	PAR
SM_V7_ZW	3630001	3640000	24.274	26.321	PAR
SM_V7_ZW	3640001	3650000	28.3574	26.0956	PAR
SM_V7_ZW	3650001	3660000	37.287	29.7799	PAR
SM_V7_ZW	3660001	3670000	28.4593	27.6411	PAR
SM_V7_ZW	3670001	3680000	31.5596	28.0759	PAR
SM_V7_ZW	3680001	3690000	25.0705	26.9069	PAR
SM_V7_ZW	3690001	3700000	28.1546	26.079	PAR
SM_V7_ZW	3700001	3710000	26.3433	26.7951	PAR
SM_V7_ZW	3710001	3720000	23.6062	26.0444	PAR
SM_V7_ZW	3720001	3730000	31.7053	25.6859	PAR
SM_V7_ZW	3730001	3740000	28.038	25.9018	PAR
SM_V7_ZW	3740001	3750000	25.6338	27.0139	PAR
SM_V7_ZW	3750001	3760000	25.455	22.7218	PAR
SM_V7_ZW	3760001	3770000	28.0008	29.0911	PAR
SM_V7_ZW	3770001	3780000	29.4495	28.583	PAR
SM_V7_ZW	3780001	3790000	29.3091	27.4084	PAR
SM_V7_ZW	3790001	3800000	27.9834	27.7787	PAR
SM_V7_ZW	3800001	3810000	23.3729	25.173	PAR
SM_V7_ZW	3810001	3820000	24.2279	26.5337	PAR
SM_V7_ZW	3820001	3830000	23.3675	24.9808	PAR
SM_V7_ZW	3830001	3840000	24.9171	27.9011	PAR
SM_V7_ZW	3840001	3850000	22.7872	23.909	PAR
SM_V7_ZW	3850001	3860000	26.0917	26.2804	PAR
SM_V7_ZW	3860001	3870000	28.8853	25.9719	PAR
SM_V7_ZW	3870001	3880000	22.2595	24.2872	PAR
SM_V7_ZW	3880001	3890000	27.225	28.9332	PAR
SM_V7_ZW	3890001	3900000	21.8288	23.514	PAR
SM_V7_ZW	3900001	3910000	23.938	21.7686	PAR
SM_V7_ZW	3910001	3920000	26.0959	24.864	PAR
SM_V7_ZW	3920001	3930000	27.2283	24.3345	PAR
SM_V7_ZW	3930001	3940000	21.4629	19.7088	PAR
SM_V7_ZW	3940001	3950000	29.1304	25.508	PAR
SM_V7_ZW	3950001	3960000	29.6943	27.3065	PAR
SM_V7_ZW	3960001	3970000	30.8898	25.4741	PAR
SM_V7_ZW	3970001	3980000	22.3948	23.5325	PAR
SM_V7_ZW	3980001	3990000	21.9433	21.2176	PAR
SM_V7_ZW	3990001	4000000	25.5215	23.4611	PAR
SM_V7_ZW	4000001	4010000	27.9619	28.0724	PAR
SM_V7_ZW	4010001	4020000	31.6429	28.1217	PAR
SM_V7_ZW	4020001	4030000	28.5607	26.2083	PAR
SM_V7_ZW	4030001	4040000	21.4744	23.8709	PAR
SM_V7_ZW	4040001	4050000	21.7867	24.801	PAR
SM_V7_ZW	4050001	4060000	25.354	27.7479	PAR
SM_V7_ZW	4060001	4070000	23.6014	27.4084	PAR
SM_V7_ZW	4070001	4080000	22.0809	22.7187	PAR
SM_V7_ZW	4080001	4090000	20.8585	21.4812	PAR
SM_V7_ZW	4090001	4100000	22.8032	24.1104	PAR
SM_V7_ZW	4100001	4110000	23.9421	25.2645	PAR
SM_V7_ZW	4110001	4120000	20.9227	21.3576	PAR
SM_V7_ZW	4120001	4130000	21.9707	21.849	PAR
SM_V7_ZW	4130001	4140000	18.2128	19.9656	PAR
SM_V7_ZW	4140001	4150000	24.8605	24.5004	PAR
SM_V7_ZW	4150001	4160000	22.9982	23.0826	PAR
SM_V7_ZW	4160001	4170000	25.7524	25.2886	PAR
SM_V7_ZW	4170001	4180000	23.0496	26.5918	PAR
SM_V7_ZW	4180001	4190000	21.7971	24.2702	PAR
SM_V7_ZW	4190001	4200000	24.3254	23.1531	PAR
SM_V7_ZW	4200001	4210000	21.0288	22.3069	PAR
SM_V7_ZW	4210001	4220000	24.9557	25.5124	PAR
SM_V7_ZW	4220001	4230000	27.7707	26.2063	PAR
SM_V7_ZW	4230001	4240000	27.2243	25.4462	PAR
SM_V7_ZW	4240001	4250000	21.986	22.6576	PAR
SM_V7_ZW	4250001	4260000	21.1132	20.2551	PAR
SM_V7_ZW	4260001	4270000	21.5772	24.5215	PAR
SM_V7_ZW	4270001	4280000	32.9157	31.1924	PAR
SM_V7_ZW	4280001	4290000	28.7864	27.56	PAR
SM_V7_ZW	4290001	4300000	28.7622	28.5212	PAR
SM_V7_ZW	4300001	4310000	27.7557	28.4632	PAR
SM_V7_ZW	4310001	4320000	23.2062	24.757	PAR
SM_V7_ZW	4320001	4330000	26.0871	25.2835	PAR
SM_V7_ZW	4330001	4340000	25.9859	23.1746	PAR
SM_V7_ZW	4340001	4350000	23.3186	23.8048	PAR
SM_V7_ZW	4350001	4360000	26.1482	25.9169	PAR
SM_V7_ZW	4360001	4370000	27.0274	27.0944	PAR
SM_V7_ZW	4370001	4380000	23.5666	26.4293	PAR
SM_V7_ZW	4380001	4390000	24.9353	23.5865	PAR
SM_V7_ZW	4390001	4400000	27.2542	26.8302	PAR
SM_V7_ZW	4400001	4410000	27.9209	28.625	PAR
SM_V7_ZW	4410001	4420000	22.5913	20.511	PAR
SM_V7_ZW	4420001	4430000	22.2389	25.5815	PAR
